image_id,user,money,order_id,sim_arrival_time,sim_inter_arrival
Screenshot_2026-01-15-13-32-57-634_com.tencent.mm.jpg,早睡早起,0.18,2,3.0516072229332103,1.4905445403555104
Screenshot_2026-01-15-13-32-57-634_com.tencent.mm.jpg,aMbZfcaYn,0.17,3,4.907482352056591,1.8558751291233804
Screenshot_2026-01-15-13-32-57-634_com.tencent.mm.jpg,Taka,0.14,4,5.806447316028271,0.8989649639716799
Screenshot_2026-01-15-13-32-57-634_com.tencent.mm.jpg,鲸落,0.12,5,6.604708183160127,0.7982608671318558
Screenshot_2026-01-15-13-32-57-634_com.tencent.mm.jpg,正电荷夸克,0.11,6,8.145672071702496,1.5409638885423698
Screenshot_2026-01-15-13-32-57-634_com.tencent.mm.jpg,凡,0.08,7,9.89579599913833,1.750123927435835
Screenshot_2026-01-15-13-32-57-634_com.tencent.mm.jpg,Koala,0.01,8,10.641740084988133,0.7459440858498021
Screenshot_2026-01-15-13-32-57-634_com.tencent.mm.jpg,Mp.W,0.09,9,12.471876128957607,1.8301360439694743
Screenshot_2026-01-15-13-32-57-634_com.tencent.mm.jpg,刘思远,0.02,10,14.367851592494592,1.8959754635369839
Screenshot_2026-01-15-13-33-01-385_com.tencent.mm.jpg,Albert,0.15,1,0.5727872431754966,0.5727872431754966
Screenshot_2026-01-15-13-33-01-385_com.tencent.mm.jpg,早睡早起,0.13,2,1.6895446607489992,1.1167574175735027
Screenshot_2026-01-15-13-33-01-385_com.tencent.mm.jpg,Taka,0.02,3,2.2467488593544864,0.557204198605487
Screenshot_2026-01-15-13-33-01-385_com.tencent.mm.jpg,aMbZfcaYn,0.07,4,3.449816179025507,1.2030673196710207
Screenshot_2026-01-15-13-33-01-385_com.tencent.mm.jpg,正电荷夸克,0.12,5,4.2134760945365635,0.7636599155110568
Screenshot_2026-01-15-13-33-01-385_com.tencent.mm.jpg,鲸落,0.03,6,5.014914915643233,0.8014388211066703
Screenshot_2026-01-15-13-33-01-385_com.tencent.mm.jpg,Koala,0.23,7,5.515848895796049,0.5009339801528154
Screenshot_2026-01-15-13-33-01-385_com.tencent.mm.jpg,Mp.W,0.15,8,6.126297384782058,0.6104484889860093
Screenshot_2026-01-15-13-33-01-385_com.tencent.mm.jpg,凡,0.01,9,7.6250962052145255,1.4987988204324674
Screenshot_2026-01-15-13-33-01-385_com.tencent.mm.jpg,刘思远,0.09,10,8.261083259623435,0.6359870544089092
